Word,Frequency
lekarzu,1
przelatywali,1
elementarnej,3
mniej,10
wziętą,1
mała,13
zatargał,1
oczów,1
scenę,8
małe,21
ciągnęło,3
rozszerzonych,1
wyrostki,1
siniakiem,1
popijał,1
lekarzy,2
własnym,4
ślinę,1
garściami,1
rozpaloną,4
uroczystych,1
grodów,2
trzewiki,4
świst,4
ratuszowym,1
wieczorną,1
przeczytał,1
wspiąłem,1
szkole,38
mieszkańcy,1
poruszyły,1
geniuszem,1
targając,1
wokoło,1
szkolnego,3
mogąc,13
świtu,2
asystent,5
księgozbiór,2
wiadomo,5
lecą,2
kartę,1
wyjść,7
nabierzmy,1
goście,1
podano,1
zabudowane,2
słyszałem,1
śmiejącym,2
słyszał,13
karze,2
żeś,11
przepisywać,1
utkwiła,1
skamieniały,2
żałowali,1
wchodząc,3
umarło,2
tysiąckrotnie,1
nazywamy,1
wylatują,2
kto,55
obejmującymi,1
ścieżce,1
cyfrą,1
prymus,3
rozjaśnił,2
licho,7
wymówiła,2
cieniste,1
mało,15
troje,2
niegodziwiec,3
cierpię,2
mały,85
zamilkli,1
płaczą,1
umarła,9
cyfrę,1
siedemnastego,1
dolnej,1
leja,1
kul,1
loterii,2
cierpią,1
łyżkę,2
przepisywał,1
loterie,1
gwoździem,1
takiego,12
zęby,10
horyzoncie,1
drodze,22
ochotników,1
nazywają,4
skarbie,1
ambicji,1
woreczka,1
koń,2
odejmowania,1
urzędnicy,1
szyć,1
odejmowanie,1
woreczku,2
przytakuj,1
robettiemu,1
księgami,1
niemiłą,1
równinie,2
pokazywało,2
drodzy,2
walce,1
słabym,4
urzędnika,3
istnieje,1
błogosławcie,1
automaty,1
powrócimy,1
solda,3
gór,2
wysadzone,1
przedarł,1
napastuje,1
słyszałam,2
ściekać,1
przeszedłeś,1
balkon,1
powiedziałbym,1
okrzykami,1
słuchała,1
wolniej,2
przyprowadza,1
małą,28
kończył,7
soldy,9
kobietami,1
polecający,1
łepetynę,1
majster,2
zranił,1
łepetyną,1
zieleniarki,4
pilny,1
odgadujemy,1
zieleniarka,7
smutnymi,1
wyraz,4
pracując,4
czyniąc,2
pilno,1
myśli,19
świętym,4
ranionego,1
dodatkiem,1
niemiłe,1
podniesioną,2
miłosierdzia,2
kuć,1
miłosierdzie,1
draśnięcie,1
namiętnym,1
strofuje,1
skarbem,1
matkami,1
czerwiec,2
żartu,2
powiedzenia,3
kapitanem,1
sypiać,1
walka,1
szafiru,1
zdarzyło,7
onym,1
stłumionym,2
tajemnie,1
łyżka,2
wjeżdżał,1
wylezę,1
natarczywiej,1
okulary,1
zniknąć,1
poruszenie,1
należących,1
wracało,1
ważniejsza,1
hiszpańsku,3
ozdobionych,1
myśmy,4
obdartego,1
robettiego,5
wołał,12
wracała,1
byśmy,2
wypracowanie,3
wypracowania,4
pogodną,1
stancji,1
wygrzebać,1
generałów,1
rozwartą,1
skrycie,1
opóźnione,1
sznurami,1
zaczerwienił,8
skrzypaczek,1
zadanie,12
zapomina,2
zadania,5
przygwożdżony,1
kalectwem,1
strażaków,3
zadaniu,1
cyfry,1
objaśnił,1
kończyć,1
pałił,1
wołać,3
noszach,3
przyrzekamy,1
walki,1
rozdarł,3
zdarzyła,1
zaraziwszy,1
tajemnej,1
zważała,1
praw,1
pokrywając,1
pistoletowe,1
prac,2
wspomnieniach,1
rozkazem,1
płacze,9
lat,58
las,3
myślę,7
platforma,1
kasie,1
płaczu,5
zważały,1
myślą,7
gorączkowe,1
litografi,1
pogrążył,1
oddalając,2
boków,1
gorączkowo,1
przyrzekasz,1
obojętnie,2
tworzył,1
poprzecznej,2
melancholijnym,1
przypatrywać,1
medalem,6
zniknął,6
wargami,3
rozpowiada,1
rzodkiewek,1
koniach,2
wdrapać,1
wygrzebał,2
nieokiełzanej,1
spora,1
kaski,2
ruchy,3
derossiego,20
ruchu,7
wyjechała,1
lazurowym,1
zamordować,1
jakiego,8
novarą,1
wszechmogący,1
stłumione,1
piętra,4
błaganiem,1
mieszkał,4
dodać,1
słyszała,3
nadzwyczajny,1
mieszkań,1
dałoby,2
piętro,5
rzezią,1
rajskie,1
portowego,1
nadzwyczajne,4
lew,3
lewo,14
zapchaną,3
święto,4
podskakują,1
nauczycielki,26
naigrawało,1
walecznych,1
cierpi,8
obietnicy,2
karki,2
wdrapał,2
ogrodu,7
nauczycielka,44
żyć,5
powstrzymując,2
wyleciało,1
kawały,1
okrutnej,2
święty,1
lewe,1
otulił,1
poddajcie,1
nauczycielko,2
opuszczamy,1
berety,1
zasługujesz,1
zapisywania,1
czarniawy,1
poprzez,3
dodał,14
dobrocią,1
wyjątkiem,1
medalik,1
karku,3
upadkiem,1
wracającego,1
doktora,6
apostoł,1
święta,5
święte,4
żył,6
osłupiały,5
przyjaciel,3
nadzwyczajnym,1
wesół,19
karmi,1
jenerał,2
lał,1
śpiewało,1
napełnił,1
przepowiedział,1
dmuchając,2
opuszczali,1
śpiewały,1
schyloną,2
jednym,20
przyszli,4
niemniej,2
cięższym,1
wszędzie,7
genialnego,1
przyznaj,1
pochylała,1
zgłuszyły,1
nadziei,8
wracające,1
splatały,1
dodam,1
lin,2
lewą,5
wracający,1
wybitą,1
zranionego,2
obietnicą,1
śpiewała,1
roztarganą,1
zadziwicie,1
karol,5
konwulsyjnym,1
nieznanego,2
stanowisku,1
derossiemu,8
leć,3
spóźnić,1
srogiej,1
okrutnie,1
kontenci,3
wyciągniętych,2
górny,1
nauczycielką,1
wspomnieniami,2
kaszlała,1
niemowy,1
listopada,2
nauczycielkę,13
puklach,1
zdobędę,1
osoba,2
niemowo,1
kiedym,30
wypędzał,1
niemotą,1
objęła,1
lądów,1
objęło,1
schylony,1
osoby,4
łokciami,3
wstanie,1
aikogo,1
spotkawszy,1
górom,1
kulka,3
rozdaje,1
wybity,1
biec,2
swój,16
wyczytywał,1
pokładał,1
weźmie,6
osobę,2
loterię,1
początku,5
wzruszeń,1
przyznać,3
czterodniowymi,1
przepowiadam,1
łacinie,1
pozór,2
telegraficznych,1
ogrodnika,1
rannego,1
karabataliony,1
rozstali,1
fatałaszki,1
karabatalionu,2
spode,2
kulki,1
żołnierską,2
majstra,1
kromkę,1
domkiem,2
spędzisz,1
rozpłynął,2
roztargane,1
nieprzyjaciel,2
roztargana,2
stopniują,1
zapalonymi,2
zamazał,1
migi,2
nieskończonej,3
dochodziła,1
lot,1
los,6
pewniaka,1
wynędzniałe,1
pokładem,1
zmarłemu,2
domy,3
pakiet,2
umieścił,1
rzędem,8
domu,110
jakoweś,1
polerowania,1
któregoś,4
cierpliwości,4
dole,3
karty,2
miej,4
oprzyj,1
ważną,1
lichym,1
prześladowany,1
traktowali,1
dochodziło,1
rozstaju,2
chwiejąc,1
przeszedłem,1
zapchane,1
wierzchu,1
sieroctwie,1
bakier,3
opuszczasz,1
zapchany,1
śpiącego,1
zieleniarkę,1
sypały,1
zmarłego,4
któregom,2
oczyścić,1
wdzięczne,2
orlim,1
otaczał,1
podarł,1
schyl,1
szczyty,1
cywilizacja,1
bezładnymi,1
sprzedaje,5
miał,112
srogimi,2
bliźniego,1
kiedyś,16
pamięć,6
matkach,1
ocierał,1
potrafi,3
szwajcarowie,1
nadzwyczajną,1
świętą,2
sztachet,1
odmówicie,1
obietnica,1
kompania,1
ciągnionych,1
widzenia,12
złoconymi,3
odbyć,2
tęsknił,1
umarły,3
strumieniem,1
dolę,2
kompanie,2
licha,2
kompanii,4
cholewami,2
ogrodzie,1
rozwijać,1
delikatnie,2
bije,9
nieznanemu,1
mieć,12
oczekiwali,1
nelli,22
sprzedali,2
szczudła,1
poniewierać,1
lub,10
lud,2
zawierała,1
poniedziałek,13
skończy,3
czepiając,1
dobro,2
miłujmy,1
tatusiu,9
precz,6
dobry,47
pocztowe,1
umierający,3
mimo,7
zbiegał,1
dobru,1
dobra,22
twarzą,36
uparł,2
węglami,1
otwarte,5
opieramy,1
odgadł,3
słuchaliśmy,1
przestrachu,3
wstali,1
zmiana,1
dobre,21
konwój,1
pamiętasz,2
ostatecznie,1
mile,4
życzliwi,3
mili,1
rivoli,2
bili,1
ułatwić,2
biegnąc,3
bądźże,2
tatusia,1
najpotężniejszą,1
powodziach,1
wiatr,11
poprawiała,1
spotkania,1
lwa,1
życzliwy,4
odpowiadał,4
oceanu,1
promienieją,1
budząc,3
ćwiczeń,3
kolekcjoniści,1
zbiegać,1
szkołę,9
wstążką,1
piechoty,2
poumierają,1
punkt,4
śni,1
pomponów,1
miny,3
kuksa,2
latało,1
hełmami,1
wstążkę,1
poprawiały,1
podnieśli,5
piechota,1
męskim,1
szkołą,10
bezsilności,1
rozmówić,1
męskie,1
dyktuje,1
patrz,9
zdają,3
chudą,1
powiedzże,2
wszystkiego,9
proś,5
jedynego,1
kuksy,1
wybuchając,3
zaniósł,4
karabinowymi,1
odpowiadać,2
wstają,1
wiara,1
poniżej,1
wyciągnąć,2
rozbicie,2
łuki,1
odtrącała,1
niewielkim,1
wyrzucać,1
spostrzegł,14
owoców,2
zdana,1
zginęło,1
wzniosłego,1
najstraszniejszy,1
ciskania,1
przemożenie,1
obuwie,1
instynktem,1
literami,3
człowieczyna,1
biegać,1
kaprala,2
twarzy,39
straciwszy,1
konwulsyjnie,2
prym,1
dowiedziałem,1
oszołomieni,1
dziele,1
popychało,1
kolumn,1
okrywa,1
brunatną,1
twarze,11
mleko,1
zajmowała,1
ilekroć,1
miną,5
wyciągnął,17
słomiane,1
dobił,1
waleczność,1
warkocz,1
rozpocząwszy,1
przełknąć,2
upierała,1
rześkim,1
biegał,1
łyżeczkę,1
pokłoń,1
przedstawieni,1
wyrywa,1
elegancikiem,1
potrząsnął,4
wstaje,1
trzyma,3
łoskot,1
chudy,2
tysiącznym,1
tutejszej,1
beret,1
ryby,2
dobrej,10
uderzywszy,1
przy,155
pożyczył,1
najmilsi,2
ubraniem,1
przełknął,4
odpowiadaj,1
zaprosiłem,2
ciekła,1
zauważyli,1
mruczy,1
wypędzić,1
zostać,5
wylocie,1
płomieniem,2
wciągnąć,1
westchnęła,1
wybuchnęła,4
nauczycielce,5
chór,3
zemdleć,1
robotnikiem,2
napastnikom,1
pamiętali,1
minę,5
wyryte,1
poleceni,1
najprędzej,5
dobroć,3
czytelnie,1
momencie,5
złowrogie,1
wścieknie,1
węglarz,5
wolnomyślnie,1
ludziom,2
rybę,1
nawtykanych,1
poniósł,2
pamiętają,3
pojutrze,4
został,9
zmianę,1
okryte,2
maj,2
rozchodzący,1
mam,47
zostań,5
własnych,1
okręt,16
dzieje,9
wzruszył,2
najstraszniejsze,1
okryty,3
rynny,2
poniżać,1
wsunąłem,1
dolatywał,2
narzeczy,1
zabolały,1
pozamieniali,1
nauczycielem,12
mężnie,5
wymawiaj,1
kuchnią,2
nauczycielek,3
składało,1
austriackiej,1
urywała,1
zbiegli,1
szkoła,13
zapalonej,1
smutniejsza,1
kubeczki,1
zostaw,1
grobowiec,1
trzydziestu,4
dzieci,89
drżał,11
naśmiewa,1
rozednieć,1
powstał,4
ludzkości,2
senny,1
czterej,2
pokłon,2
kształty,2
oczekiwanie,1
kształtu,1
wzruszeni,3
składała,1
obłoczków,2
otwartą,4
oczekiwaniu,1
czterem,1
najwyższych,1
piechotą,1
ryku,1
nagich,1
nieradzi,1
pękał,2
drżeć,2
zechciałby,1
nienawidzi,1
oburzenia,1
rynnę,1
odnajdziesz,1
łączy,1
spodenkach,1
bilecie,1
namozolonych,1
mej,1
przymknął,2
oburzeniu,1
gwałtownym,3
pełnych,2
pończoch,1
odbić,1
rynną,1
niecierpliwością,1
zwyciężeni,1
szkoły,101
porozrywane,1
drzewa,27
pogłaskała,2
poprawienia,1
szamerowanie,2
materii,2
drzewo,9
szpadami,2
rozdawanie,1
upuścił,5
wciągnął,2
rozdawania,2
przyglądając,1
ziemię,12
jenerałem,1
czarnego,5
niewiasty,1
najkrótszym,1
zapalonym,1
pomożemy,1
płakali,1
pieniądze,14
publiczność,6
rozbawionym,1
walczył,7
ziemią,2
odwraca,1
kupiliśmy,1
przywróciła,1
bolonio,1
płacz,6
rzodkiewki,1
pośrednictwem,1
świętem,1
francuskiego,1
ludzi,33
porozrywaną,1
najpewniej,1
mig,2
niekiedy,4
przywędrował,1
zabijesz,1
mil,9
śmiały,2
spędzała,1
pułkownikiem,1
paszę,1
młodsza,1
ocknął,1
przytrafia,1
zrozumiała,1
ampułkę,1
wschodzącej,1
młodszy,4
biegnę,1
kratę,1
dobrze,72
niewymowną,1
biegną,1
kratą,1
czepiał,2
dobrzy,5
celkę,1
znaczy,9
dobrym,9
zgubionych,1
beczał,1
śmierci,14
urwisostwa,2
podbiegł,2
zdeptali,1
przyczyną,1
straciłem,2
jakiejś,15
ścieżką,1
fetują,1
patrzyłam,1
dobyć,2
uspokój,1
drżącym,7
francuzi,2
dodawszy,2
piechocie,1
męskiej,1
odmiana,1
mistrzu,2
kulkami,1
umierajmy,1
odmiany,2
zarobkiem,1
chust,1
pobłogosławił,1
czepiać,1
siedzimy,1
kapelusz,8
zwyciężonych,1
bolonia,1
awantury,1
siedzących,3
płaci,1
doręczy,1
płaszcz,3
dobył,1
byleś,1
rysy,3
naprędzej,1
celna,2
walczyć,1
patrzyłem,5
inspektor,2
zasmucony,1
uczuciowe,1
neapolitańczyk,1
awantura,1
utrzymuje,3
mętnym,1
urwisostwo,1
posuwała,1
wydrukowała,1
swobodnie,1
opis,2
moc,1
rychlej,1
niepoprawny,1
firankami,1
moi,7
mogło,8
wymagający,1
mogły,7
słabszy,1
usłucha,1
żywym,2
mogła,15
torując,1
rozbierać,1
tegoż,2
zdaje,22
ściskając,7
zauważył,3
ściskało,2
słabsze,1
wyrzec,1
ginęła,1
ściskała,1
wstążek,5
francję,1
cukrowej,1
sypiał,1
działanie,2
poobracali,1
działania,2
zauważyć,1
pęczek,1
sumieniu,1
uzdolniona,1
koronek,2
szaleństwa,1
trzeciej,8
biegle,1
widnokręgu,2
pochwali,4
romańska,2
sumienie,2
biegli,1
przygotowawczej,1
rozłączyliśmy,1
przeszkodzić,2
pracowałaby,1
powracał,2
rozwiązanie,1
szklane,2
łkania,3
barwach,1
królem,3
kapitanie,9
drutów,1
wgramoliło,1
łkanie,3
począł,6
pocieszenia,1
świeżą,2
nowego,2
przychyliłem,2
znającym,1
mną,27
należnej,1
francji,3
pióro,17
dzienników,1
naręcza,1
takiemu,2
celce,1
poczekalnej,1
kalafonię,1
naręcze,1
diaski,2
pióra,6
ocierając,5
pochowają,1
jasnego,2
skądże,2
oburzony,1
najwspanialsze,1
upadł,6
odkładałem,1
wszkże,1
chudł,1
szpitalu,2
gorzkich,1
płacą,1
rayneri,1
kalafonią,1
girlandzie,1
kupować,1
obszernego,1
burzliwa,1
szpitala,4
przekonałem,1
aleśmy,2
żeglarzy,1
towary,1
mur,3
celem,1
okaleczył,1
zobacz,4
tysiącami,1
świeżo,5
gwałtownie,15
brzasku,2
pogroził,1
zauważyłem,2
jacy,2
wstążka,1
przywiązania,4
sumienny,1
rączęta,1
wstanę,1
usypiając,1
corettim,2
dawali,4
jakżeby,1
przywiązanie,4
wstaną,1
jedwabi,1
kobietach,1
dobrą,14
widoku,2
niezwalczone,1
wołając,9
czerwieni,1
nazwali,1
wątłego,1
upadla,1
siedziby,2
wezmą,1
straży,5
znaczenie,1
przyjąć,6
obronił,1
kapral,6
odmieniło,1
przyrządami,1
różnobarwne,1
ujrzeć,3
aleksandrii,1
przyjaznym,3
mieście,6
zajęcia,3
milionowej,1
przedstawia,2
gałganiarzem,3
pięście,4
zachwyceni,1
dawano,1
zajęcie,2
widzi,11
mym,1
wleźć,1
bawili,2
przestraszyć,1
swojskiego,1
chętnym,1
plunięcia,1
przyjął,3
rozsądny,1
jadących,2
trudów,6
ciszej,5
straże,2
fidando,1
zwijał,1
pożerał,1
głosem,78
kochałem,1
kalabryjska,1
upadał,1
robotnika,4
zmarszczka,2
crossim,5
włosku,5
pierwszych,4
różnobarwną,1
krwawą,2
powiedziawszy,6
wielkoludzie,1
tyłu,2
wierną,1
włoski,5
czuprynę,1
obudowana,1
muł,1
włoska,2
jadę,1
miasteczko,1
zachoruje,1
znają,4
niezbyty,1
błyszczały,3
derossim,3
latające,1
posłana,1
piętnaście,7
okrzyk,10
przespał,3
posłano,1
zbladłą,1
poznajesz,2
safianowe,1
klucz,2
jęczeli,1
przypiął,2
donośny,1
widza,2
wieśniak,7
poniewierany,1
potoczył,1
błyszczała,2
znane,1
gałęzi,1
wstrzymali,1
dokładnie,1
znany,1
położyła,1
rzec,4
obronić,1
słuchajże,1
izbami,1
zielonością,1
kopaniem,1
czupryną,3
jaki,28
jadł,1
przekupniem,1
jako,16
bystrością,1
ujrzał,8
zbliżyli,2
głów,2
starszemu,1
concezione,1
pisnął,4
świergotu,1
zeszedł,1
pożytecznej,1
mizerak,1
robotniku,2
dźwięk,1
obawiam,1
swobodnym,1
mierząc,2
olbrzymi,2
położyły,1
ubogiego,3
jaka,19
głód,1
zaczną,2
bagnety,3
postępujesz,1
żelaznym,2
nadbiegając,1
obdarowali,1
urósł,2
przebaczam,4
siedzieć,2
nad,55
dotychczas,1
wiedz,1
nam,52
módl,2
wszyscy,125
nas,97
zmarszczką,1
serdecznego,1
doboszu,2
twardy,2
fotografię,1
wyrzut,2
powitał,2
odchodząc,2
przestraszoną,1
szepnąłem,1
olbrzymem,1
dobosza,6
zrywać,1
przechodzić,1
obronie,3
rodziców,18
ludów,1
jaką,17
trwoga,2
płatkami,1
zaaferowany,1
zakrzywione,1
towarów,1
prosząc,4
miesiącu,2
trwogi,1
sznur,5
podwoił,1
zmarszczkę,1
literze,1
siedzi,12
pozdrawiać,1
miesiąca,2
ściągając,1
głuchą,1
zawodów,1
chrząszczów,1
miesiące,8
szturchańca,1
zawrócił,2
rzewne,2
kancelarii,6
swemu,5
tekst,1
wyraźnie,2
powitać,1
stolika,9
przechodził,6
dziecinnych,1
starunki,1
czupryny,1
stoliku,4
pojedynkiem,1
zrywał,2
zacznę,2
wtedy,104
jeździł,1
najstarszego,1
podwoić,1
honor,2
południu,2
piędź,1
garnuszku,1
widzę,24
nawykł,1
dłoniach,2
przestraszony,1
dryblasa,2
bronić,1
trwogę,2
olbrzymie,7
obawiać,1
brylantowy,1
litośnie,2
bronią,1
olbrzymia,2
prostować,1
widzą,7
olbrzymim,1
trwogą,1
swego,42
wykroił,1
szubienicach,1
słychać,14
obciętych,1
zamykała,1
chwilach,5
spojrzawszy,6
południe,4
zwyciężył,2
bogactw,1
ukazując,4
dzwoni,2
południa,2
fletach,1
ogłuszeni,1
zabijają,1
trójkolorowymi,2
umknął,1
szlachcic,1
rzekłem,5
brunatnych,1
żarciku,1
zaniepokoił,1
siedział,24
zuchwalszy,1
orodzinie,1
cóżem,1
twardo,1
uwielbiony,1
twarde,2
oficerami,1
obawiał,1
bronił,5
twarda,1
dachem,1
zwyciężyć,1
robotnicy,9
ryknie,1
coraciego,1
głuchy,2
krwawe,2
napracowała,1
pomyślna,1
krwawa,1
odkłonił,1
głucha,2
nocleg,1
pierwszymi,1
utworzył,1
włoską,1
nóżki,1
księżycowym,1
robotnice,1
widoki,1
służącej,1
żyło,1
chłopcem,8
nic,101
nie,1288
przycisnąć,1
zielonego,2
nim,122
błagająco,1
modele,1
zadziwiających,1
wierzę,1
grzmiąc,1
mdlała,1
taczaliśmy,1
kobiety,16
krewniaka,9
afiszów,1
wzniesionymi,1
wiodących,1
bólu,5
oddział,6
przytrzymać,2
dorosłych,4
usposobieniu,1
żyła,1
dziewięć,2
pożyteczną,1
dziewczęta,5
domyślał,1
bóle,3
szturmujące,1
pomyślał,7
kobieta,49
prosić,3
dwudziestu,7
srebrną,1
które,121
poddaj,2
zawiązanym,1
poddam,1
niezawodne,1
która,106
chętnie,6
prosił,7
najweselsze,1
mówiącego,1
potrzebowała,1
widmo,1
zakryte,1
kamień,2
mógł,61
ciałami,1
chyba,13
styczeń,2
niezawodna,1
widma,1
zajęczy,11
garnąc,1
psiątka,1
ażeby,4
stolica,1
przytrzymał,1
przychyl,2
który,252
odbicie,1
lancę,1
kędziory,1
jutra,1
fotografii,2
przycisnął,3
mdlały,1
szczególny,2
dwojgu,1
numeru,1
zdrowiem,1
św,2
czekałem,2
podając,6
rozglądając,1
pomyśleć,7
skarb,4
rozsądził,1
kobietę,5
jutro,26
mizerny,1
pilnując,1
napotkasz,1
skoczyłem,1
niebezpieczeństw,1
zastawionej,1
pozwolić,1
rozkazującym,1
poszliśmy,12
kobietą,1
rokiem,3
świeżej,1
mizerne,3
obrażasz,1
austriackimi,1
widać,35
napchany,1
nią,33
poddać,3
pomarańcz,2
zanieść,3
podniesionymi,2
zbiera,3
napisze,1
pociągnąwszy,2
kreda,1
noc,11
remizy,1
pokojach,1
wprost,19
codziennie,4
trydentu,1
głąb,3
wychylił,1
przepisania,4
odejściem,1
wyniszczony,1
dosłyszałem,1
trawiaste,1
nos,4
jawą,1
przykładało,1
spodziewam,2
spodziewaj,1
mórz,1
pojawiła,1
zgorzałą,1
traciły,1
którą,26
siedem,4
zajęli,1
zakrytą,2
osunął,1
poprawiał,3
udaje,4
nieśmiertelnej,1
poczęstunek,1
rozpromienionym,1
znali,1
doznawał,1
sadze,1
rozłączamy,1
głęboką,2
powycierał,1
dzwonkami,1
robotą,1
ogniu,2
pełnymi,2
widną,1
rozwinęła,2
niż,26
uśmiechem,22
znaki,7
niemiecku,1
palnie,1
rudym,1
rzeźwiej,1
robetti,5
trzęsącymi,1
przełaj,1
zakaszlał,1
śledząc,1
wymówienia,1
ozdabiało,1
zbiegł,2
nauczycielemasystentem,1
robotę,10
znaku,1
zaprowadzi,1
oderwania,1
porobił,1
drogę,22
porywczo,1
męczył,1
wyszyte,1
mówi,35
bogiem,2
dyktował,1
przedstawił,3
dawajcie,1
pilnuje,1
kiwnąłem,1
martino,3
srebrne,1
wiodącymi,1
ognia,6
wyrażającym,1
zwierzęcia,1
zgromadził,1
drogą,6
rzym,2
cukrownię,1
kochałeś,1
kokardkę,1
służącym,2
opowieści,1
cisnąwszy,2
wierzy,1
ognie,1
tapczanie,1
krzykaczy,1
zaparłszy,1
nożem,6
głosie,1
nut,1
droga,17
widok,12
markowi,4
przenigdy,1
zajście,1
wsparcia,1
drogim,2
pomuskiwał,1
dyktować,5
żelaznej,5
akacji,1
drogie,15
roboty,16
przedstawić,2
nizzy,1
pragnie,1
przyspieszając,1
rektorowi,1
potędze,2
dwuklasowej,1
krokom,1
czarująca,1
widne,1
porywcza,1
fular,1
noś,1
usiedliśmy,1
pogorszeń,1
najcięższe,1
najcięższa,1
zaprowadzę,1
zmartwieni,1
rozłączają,1
uśmiechał,8
obiegała,1
pokazujący,1
rękawem,3
niepewności,1
głęboka,1
robota,7
pastrengo,1
mózg,1
nobisa,5
niedzielne,1
sprawiły,1
głęboko,5
uwieszają,1
farbą,1
głosik,1
pośpiesznie,7
postarzał,2
drogi,55
pokazujące,1
tysiące,17
starła,1
tysiąca,2
uniesieniu,1
oczyszczającym,1
dziurawe,1
odbywały,2
trwożnych,1
jedni,5
jedne,1
przestawiał,2
nędznym,2
zakonnica,8
drzemał,3
miewam,1
jedno,17
grzegorzu,1
ręcznie,1
mąciły,1
najbiedniejsi,1
podbił,1
portret,1
ząbkowane,1
zakonnicy,2
grzegorza,1
uczysz,2
alfabetu,1
drzemie,1
lampą,1
trzynastu,1
przejrzeć,1
zakonnice,2
majtki,2
trzecie,6
odbywała,1
wołania,1
oddał,5
przecząco,1
trzynasty,2
dawnych,10
trzecim,2
odkładał,1
rozłączasz,1
genueńczycy,1
liniami,1
obchodzono,1
cęgi,1
sławnym,1
wbiło,1
ślimaki,1
kaszle,3
paskudnie,1
lombardczyk,5
lampę,1
znajdziemy,1
strażnik,3
uporczywie,1
gadając,1
wywinie,1
zerwałeś,1
nadzwyczajnie,1
egzaminach,4
grających,1
omdlewał,1
długiego,3
zabezpieczony,1
oddać,8
uczepiony,1
chwilę,60
wysłuchawszy,2
napisał,6
odbierał,2
kamizelki,2
powiększyło,1
rudel,1
wyciągnąwszy,1
zasadach,1
takżeśmy,1
rudej,1
szmer,8
jedną,17
swojego,9
kulejąc,1
szmatkę,1
studenci,1
chwilą,2
potrąciwszy,1
przymocowany,1
wypływała,1
spostrzegłem,8
piszcząc,1
drapaczem,1
chorym,5
napisać,2
dawajże,1
głuptasie,1
zasępił,1
jednej,22
odbierać,3
dotrzymała,1
wyższego,8
pogardza,1
zapomnijże,1
karabin,1
wiąże,2
nieskończonym,1
okrągła,1
kepi,1
sześć,13
umilkł,2
przeproszę,1
mrocznej,1
zarabiają,2
oba,6
zajmie,1
chwil,4
popuchły,1
uczepiona,1
uczepione,1
wracając,1
kalabryjczyk,11
ocali,1
obu,18
bólów,2
popłochu,1
drap,1
chrabąszcze,1
och,3
otwierały,1
żuczki,1
kordowy,11
wąsiskami,1
maszynie,1
materacach,1
szlochała,1
uczniowie,17
ode,11
objąwszy,1
wytłumaczył,1
kordowa,5
wytrwałym,1
antek,1
nakazać,1
zakonnicą,2
pozwolił,5
osobna,1
skudów,1
daruję,2
wyspy,5
parasole,1
woźnicy,1
robiło,1
oraz,3
przycisk,1
podtrzymującą,1
robiła,2
dawnymi,1
niewypowiedzianej,1
uczennica,1
sklepem,4
rozwinięte,1
odświętnym,1
ogłosić,1
skulony,2
wychodzisz,2
różana,1
kamizelce,2
uczyni,1
uczennice,4
śniegu,10
odnaleźć,1
kładł,2
lance,1
wydobywały,1
brygadier,2
scyzoryk,2
oho,1
nadarł,1
przerażonego,1
nocy,27
chłopaki,2
lękiem,1
wrzasnęli,1
magistratu,1
posługiwała,1
promocje,2
przebaczył,3
promocja,7
siądź,1
buchały,1
noce,4
odetchnięcia,1
brzeg,5
uczyli,2
powiedzieć,36
kładą,1
możecie,2
swojemu,1
sercem,8
antosia,1
szczególną,1
coby,2
woźnicą,1
gałganek,1
chłopaka,2
uśmiechnie,2
niewypowiedzianie,2
antosiu,1
oka,9
sklepik,5
popołudniowej,1
skrzydełko,1
zapewne,2
cavour,2
zalegała,1
czwartą,2
oko,9
zaczepiają,1
podnosił,3
pocztowych,2
oku,3
powiedział,43
podanie,2
obrony,1
przerazić,1
rupieciami,1
żeńskiej,1
klaskać,4
miłował,2
kołach,1
zmieniło,1
łożu,3
austrii,1
wyciągające,2
siedzą,2
niezmierną,3
zamętem,1
szpitalnej,1
istne,1
sklepie,2
przytomność,1
rządźcie,1
oszczędności,2
zapisane,2
chwyć,1
niemiłego,1
poskładać,1
gotowany,1
wysłużył,1
niewiniątka,1
nogi,20
szczęśliwym,2
chorągwie,2
huczał,1
raźno,1
gotowane,2
ubocznej,1
nadokuczali,1
zapisany,1
pochylili,1
ona,25
zarabiając,1
kijek,1
one,9
noga,1
że,680
bolesną,1
odprowadzając,1
oni,23
przeraził,2
nocnej,2
zgubiłam,1
quito,2
odźwiernego,2
ono,3
kolanach,2
puls,2
przedstawiała,1
promocję,2
licz,1
ogorzałą,1
bolesne,1
zaręczam,1
sporą,2
oskubinkę,1
wczesnym,3
zaszeptał,2
przeczucie,1
bolesny,1
przeczucia,1
walić,2
pogląda,2
centymy,1
pogrążać,1
zahartowanego,1
uszlachetnienia,1
argentyńskiej,5
kąpać,1
obroną,1
uśpionym,1
czwarty,4
środkowego,1
cenić,1
solonego,1
nocą,6
czwarte,1
dopełniło,1
welonach,1
chorobie,3
tycim,1
stukiem,1
cegłę,1
pożutego,1
obronę,1
białego,1
wielkim,22
boskim,1
kaleka,3
zmieniły,1
godzinach,1
czekał,10
jednemu,8
indyk,1
najurodziwszy,1
wychodzimy,1
nogą,2
czwarta,2
boskie,1
odkrytym,1
wiem,32
orzechowe,1
kaleki,3
wiek,1
spoza,1
uderzyło,3
wielkie,19
